Restaurant_id,Url,Restaurant_name,Restaurant_type,Rating_average,Num_of_reviews,Phone,Price_level,Address,Latitude,Longitude,Crawl_date,Accessibility,Amenities,Atmosphere,Children,Crowd,Dining Options,From The Business,Highlights,Offerings,Parking,Payments,Pets,Planning,Popular For,Service Options
62,https://www.google.com/maps/place/N%C3%A9n+Danang+Restaurant/data=!4m7!3m6!1s0x3142175f35c9eb37:0x76acf6f5e208c735!8m2!3d16.0346026!4d108.2395581!16s%2Fg%2F11f03qvndm!19sChIJN-vJNV8XQjERNccI4vX2rHY?authuser=0&hl=en&rclk=1,Nén Danang Restaurant,Fine dining restaurant,4.5,340,0847148866,"₫1,000,000+","16 đường Mỹ Đa Tây 2, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng 550000",16.0345625,108.2395625,10/3/2025 14:05,"[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Cosy"", ""Quiet"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""Popular with tourists""]","[""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has table service""]",[],"[""Serves great cocktails"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves late-night food"", ""Serves organic dishes"", ""Has private dining room"", ""Serves small plates"", ""Serves spirits"", ""Serves vegan dishes"", ""Serves vegetarian dishes"", ""Serves wine""]",[],"[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],"[""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Serves dine-in""]"
63,https://www.google.com/maps/place/Ayi+Bistro+%28%E5%9B%9B%E5%B7%9D%E5%B0%8F%E9%A6%86%29/data=!4m7!3m6!1s0x3142198e4a9299ef:0x6161daf4b5d2cc9a!8m2!3d16.0627283!4d108.2229044!16s%2Fg%2F11r335njqt!19sChIJ75mSSo4ZQjERmszStfTaYWE?authuser=0&hl=en&rclk=1,Ayi Bistro (四川小馆),Sichuan restaurant,4.6,394,0919995498,₫100–200K,"04 - 06 Hoàng Văn Thụ, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.062687500000003,108.2229375,10/4/2025 23:08,"[""Has wheelchair-accessible seating"", ""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance""]","[""Has toilet""]","[""Casual""]","[""Good for kids""]","[""Good for groups"", ""Popular with tourists"", ""Popular with university students""]","[""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],[],"[""Serves alcohol"", ""Serves beer"", ""Serves coffee"", ""Quick bite"", ""Serves small plates""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments""]",[],"[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers delivery"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
65,https://www.google.com/maps/place/Ca+Chuon+Co+Vietnamese+Restaurant/data=!4m7!3m6!1s0x31421745caf76a7d:0x69648f40d839a138!8m2!3d16.0432473!4d108.2509341!16s%2Fg%2F11j4swn93w!19sChIJfWr3ykUXQjEROKE52ECPZGk?authuser=0&hl=en&rclk=1,Ca Chuon Co Vietnamese Restaurant,Restaurant,4.5,117,02363919999,,"Premier Village Danang Resort, 99 Đường võ nguyên giáp, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000",16.043187500000002,108.25093749999999,10/5/2025 21:37,"[""Has wheelchair-accessible seating""]","[""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Cosy""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],"[""Serves great dessert""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Has salad bar"", ""Serves small plates"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments""]","[""Dogs allowed outside""]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers takeaway"", ""Serves dine-in"", ""No delivery""]"
66,https://www.google.com/maps/place/Ichiban+sushi+%C4%91%C3%A0+n%E1%BA%B5ng/data=!4m7!3m6!1s0x3142191c361b4823:0xdde87196e2cd2d16!8m2!3d16.0641333!4d108.2232655!16s%2Fg%2F11rmrxclsh!19sChIJI0gbNhwZQjERFi3N4pZx6N0?authuser=0&hl=en&rclk=1,Ichiban sushi đà nẵng,Authentic Japanese restaurant,4.7,210,0972096486,,"206 Trần Phú, Phước Ninh, Hải Châu, Đà Nẵng 555700",16.064187500000003,108.22331249999999,10/4/2025 23:09,"[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible entrance""]","[""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Cosy""]","[""Good for kids""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has table service""]",[],[],"[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Quick bite"", ""Serves small plates""]","[""Free parking lot"", ""Paid multi-storey car park"", ""Paid parking lot"", ""Paid street parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],"[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
67,https://www.google.com/maps/place/Indian+Restaurant+Ganesh+Da+Nang/data=!4m7!3m6!1s0x314217493c1703ed:0x72bb1196c080d9f7!8m2!3d16.0489952!4d108.2460369!16s%2Fg%2F11s13038db!19sChIJ7QMXPEkXQjER99mAwJYRu3I?authuser=0&hl=en&rclk=1,Indian Restaurant Ganesh Da Nang,Indian restaurant,4.4,546,,₫100–200K,"187 Lê Quang Đạo, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 50000",16.0489375,108.2460625,10/7/2025 18:33,"[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet""]","[""Casual"", ""Cosy""]","[""Good for kids"", ""Has kids' menu""]","[""Good for groups"", ""Popular with tourists""]","[""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has table service""]","[""Identifies as women-owned""]","[""Serves great dessert""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves late-night food"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegan dishes"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],"[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
69,https://www.google.com/maps/place/Lucky/data=!4m7!3m6!1s0x314219bab791d4a3:0x801fa595d7f80135!8m2!3d16.0530544!4d108.2028604!16s%2Fg%2F11cn8sj6x8!19sChIJo9SRt7oZQjERNQH415WlH4A?authuser=0&hl=en&rclk=1,Lucky,Restaurant,3.2,85,,₫100–200K,"International Airport, Hòa Thuận Nam, Hải Châu, Đà Nẵng 550000",16.053062500000003,108.2028125,10/1/2025 14:53,[],"[""Has toilet""]",[],[],"[""Good for groups""]","[""Serves breakfast"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has table service""]",[],[],"[""Serves coffee"", ""Quick bite""]",[],"[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],[],[],"[""Offers takeaway"", ""Serves dine-in""]"
70,https://www.google.com/maps/place/B%C3%BAn+B%C3%B2+B%C3%A0+R%C6%A1i/data=!4m7!3m6!1s0x314219a36393cfd5:0x47f6c1f0cc797cce!8m2!3d16.0537181!4d108.2214331!16s%2Fg%2F11qc8jwwmk!19sChIJ1c-TY6MZQjERznx5zPDB9kc?authuser=0&hl=en&rclk=1,Bún Bò Bà Rơi,Noodle shop,4.5,291,0704196497,"₫1–100,000","5 Phan Thành Tài, Bình Thuận, Hải Châu, Đà Nẵng 550000",16.053687500000002,108.2214375,10/7/2025 18:34,[],"[""Has toilet""]","[""Casual""]","[""High chairs available""]",[],"[""Has seating"", ""Has table service""]",[],[],[],"[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]",[],[],[],"[""Good for solo dining""]","[""Offers takeaway"", ""Serves dine-in""]"
71,https://www.google.com/maps/place/MeliOh+Bistro+Danang+-+ROMANTIC+DATING+EXPERIENCE/data=!4m7!3m6!1s0x31421989d7ab6465:0x2154c03feb794a2d!8m2!3d16.0479831!4d108.2275127!16s%2Fg%2F11pcw49_s3!19sChIJZWSr14kZQjERLUp56z_AVCE?authuser=0&hl=en&rclk=1,MeliOh Bistro Danang - ROMANTIC DATING EXPERIENCE,Restaurant,4.7,401,0905263891,,"A4 Đảo Xanh 4, Khu Biệt Thự Đảo Xanh, Hải Châu, Đà Nẵng 550000",16.0479375,108.2275625,10/4/2025 23:09,"["" Does not have assistive hearing loop"", ""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance"", ""No wheelchair-accessible seating""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Cosy"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""High chairs available""]","[""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[""Identifies as women-owned""]","[""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list"", ""Has rooftop seating""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves happy-hour drinks"", ""Has private dining room"", ""Serves small plates"", ""Serves spirits"", ""Serves vegan dishes"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],"[""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for dinner""]","[""Has outdoor seating"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
73,https://www.google.com/maps/place/Mumtaz+Indian+Aroma+Restaurant%28former+Mumtaz+Indian%29/data=!4m7!3m6!1s0x314219cd2f19aa79:0xe2751243eb75fdf8!8m2!3d16.0471001!4d108.2454776!16s%2Fg%2F1pzw39nkq!19sChIJeaoZL80ZQjER-P1160MSdeI?authuser=0&hl=en&rclk=1,Mumtaz Indian Aroma Restaurant(former Mumtaz Indian),Indian restaurant,4.7,1443,02363839888,₫100–300K,"24 An Thượng 6, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 55000",16.047062500000003,108.2454375,10/7/2025 18:34,"[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet""]","[""Good for kids"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],"[""Has great beer selection"", ""Serves great coffee"", ""Serves great dessert"", ""Has great tea selection"", ""Has great wine list"", ""Good for watching sport""]","[""Serves alcohol"", ""Serves beer"", ""Has braille menu"", ""Serves cocktails"", ""Serves coffee"", ""Serves halal food"", ""Serves organic dishes"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegan dishes"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards""]",[],"[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
76,https://www.google.com/maps/place/Sultan+Istanbul+Kebab+Da+Nang+%7C+Halal+Turkish+Food/data=!4m7!3m6!1s0x314219ef6cc137f1:0xf7b5b62179c359ef!8m2!3d16.0628489!4d108.2232243!16s%2Fg%2F11x18n960_!19sChIJ8TfBbO8ZQjER71nDeSG2tfc?authuser=0&hl=en&rclk=1,Sultan Istanbul Kebab Da Nang | Halal Turkish Food,Turkish restaurant,4.7,246,,₫100–200K,"250 Trần Phú, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.0628125,108.2231875,10/7/2025 18:34,[],"[""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual""]","[""Good for kids""]","[""Family friendly"", ""Good for groups""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],[],"[""Serves halal food"", ""Quick bite"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes""]","[""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],[],"[""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
78,https://www.google.com/maps/place/Benaras+Central+Da+Nang/data=!4m7!3m6!1s0x3142114786b68157:0x7f5c53574c396aac!8m2!3d16.0557029!4d108.2436136!16s%2Fg%2F11k4ypwdxw!19sChIJV4G2hkcRQjERrGo5TFdTXH8?authuser=0&hl=en&rclk=1,Benaras Central Da Nang,Indian restaurant,4.4,387,0961888597,,"207 Nguyễn Văn Thoại, Anh Hai Dong, Sơn Trà, Đà Nẵng 550000",16.055687499999998,108.2435625,10/7/2025 18:34,[],"[""Has toilet""]","[""Casual""]","[""Good for kids""]","[""Good for groups"", ""Popular with tourists""]","[""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has table service""]",[],[],"[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes"", ""Serves wine""]",[],"[""Accepts credit cards"", ""Accepts NFC mobile payments""]",[],"[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
79,https://www.google.com/maps/place/NG%C6%AF+PH%E1%BB%90+-+Ch%E1%BA%A3+C%C3%A1+H%C3%A0+N%E1%BB%99i+t%E1%BA%A1i+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x3142190472b3104d:0x8b4a0d69b5693dad!8m2!3d16.0643872!4d108.2237235!16s%2Fg%2F11px3_1lhw!19sChIJTRCzcgQZQjERrT1ptWkNSos?authuser=0&hl=en&rclk=1,NGƯ PHỐ - Chả Cá Hà Nội tại Đà Nẵng,Vietnamese restaurant,4.2,257,0961666552,₫100–200K,"219 Trần Phú, Phước Ninh, Hải Châu, Đà Nẵng 55000",16.064437499999997,108.2236875,10/3/2025 14:07,"[""Has wheelchair-accessible toilet""]","[""Has toilet""]","[""Casual"", ""Cosy""]","[""Good for kids""]","[""Good for groups"", ""Popular with tourists""]","[""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has table service""]",[],"[""Has great beer selection""]","[""Serves alcohol"", ""Serves beer"", ""Quick bite"", ""Serves small plates""]","[""Free of charge street parking"", ""Free parking lot"", ""Paid parking lot""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],"[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner""]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
81,https://www.google.com/maps/place/ISH+-+The+Indian+Restaurant/data=!4m7!3m6!1s0x31421941e6b07ad7:0x6e429370204ad953!8m2!3d16.0629682!4d108.2303496!16s%2Fg%2F11vwvzvttm!19sChIJ13qw5kEZQjERU9lKIHCTQm4?authuser=0&hl=en&rclk=1,ISH - The Indian Restaurant,Indian restaurant,4.7,468,0386432514,₫100–300K,"507 Đ. Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng 550000",16.062937499999997,108.2303125,10/7/2025 18:34,[],"[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy""]","[""Good for kids""]","[""Good for groups"", ""Popular with tourists""]","[""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],[],"[""Serves alcohol"", ""Serves beer"", ""Serves small plates"", ""Serves wine""]","[""Free of charge street parking""]","[""Accepts credit cards"", ""Accepts NFC mobile payments""]",[],"[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
82,https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+Chay+Ng%E1%BB%8Dc+Chi+-+Vegetarian+Restaurant+Michelin+guide+2025/data=!4m7!3m6!1s0x314218333e6f093f:0x93629be0d4939e13!8m2!3d16.0618803!4d108.2174326!16s%2Fg%2F1trtrszc!19sChIJPwlvPjMYQjERE56T1OCbYpM?authuser=0&hl=en&rclk=1,Nhà Hàng Chay Ngọc Chi - Vegetarian Restaurant Michelin guide 2025,Vegetarian restaurant,4.6,1169,0935085088,"₫1–100,000","202 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.0619375,108.2174375,10/4/2025 23:10,"[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible toilet""]","[""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet""]","[""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],[],"[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Serves coffee"", ""Serves organic dishes"", ""Quick bite"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Credit cards""]",[],"[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
84,https://www.google.com/maps/place/Maxim+halal+restaurant+%26+cafe+%28+danang+%29+%28+%D9%85%D8%B7%D8%B9%D9%85+%D8%AD%D9%84%D8%A7%D9%84%29%E2%80%AD/data=!4m7!3m6!1s0x314219e6bf5221d9:0xac43adeeb7e6a0d0!8m2!3d16.0460725!4d108.2367612!16s%2Fg%2F11vr452_57!19sChIJ2SFSv-YZQjER0KDmt-6tQ6w?authuser=0&hl=en&rclk=1,Maxim halal restaurant & cafe ( danang ) ( مطعم حلال),Halal restaurant,4.2,220,0903909401,,"103 An D. Vương, Bắc Mỹ Phú Ngũ Hành Sơn Da Nang City, 550000",16.046062499999998,108.2368125,10/7/2025 18:35,"[""Has assistive hearing loop"", ""Has wheelchair-accessible car park"", ""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating""]","[""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy""]","[""Good for kids"", ""Has changing table(s)"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],"[""Serves great dessert"", ""Has rooftop seating"", ""Good for watching sport""]","[""Serves coffee"", ""Serves halal food"", ""Serves late-night food"", ""Has private dining room"", ""Quick bite"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes""]","[""Free multi-storey car park"", ""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed"", ""Dogs allowed outside""]","[""Reservations required"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
85,https://www.google.com/maps/place/Bonchon+Chicken+Da+Nang+-+12+L%C3%AA+H%E1%BB%93ng+Phong/data=!4m7!3m6!1s0x314219a3caee576b:0x322581fb3b5e90b6!8m2!3d16.0640106!4d108.2229784!16s%2Fg%2F11q8tw6zks!19sChIJa1fuyqMZQjERtpBeO_uBJTI?authuser=0&hl=en&rclk=1,Bonchon Chicken Da Nang - 12 Lê Hồng Phong,Korean restaurant,4.6,361,0935602466,₫100–200K,"12 Lê Hồng Phong, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.0640625,108.2229375,10/3/2025 14:08,[],"[""Has toilet""]","[""Casual""]","[""Good for kids"", ""Good for kids birthday"", ""Has kids' menu""]","[""Good for groups"", ""Popular with university students""]","[""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has table service""]",[],[],"[""Serves alcohol"", ""Serves beer"", ""Serves coffee"", ""Serves happy-hour food"", ""Has private dining room"", ""Quick bite"", ""Serves small plates"", ""Serves vegetarian dishes""]","[""Free of charge street parking"", ""Free parking lot""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],"[""Accepts reservations""]","[""Popular for lunch"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
87,https://www.google.com/maps/place/ANs+-+Vegetarian+Cuisine/data=!4m7!3m6!1s0x314219cf2dfd1607:0x1ed7803c1be93e6a!8m2!3d16.0549466!4d108.2203932!16s%2Fg%2F11gf9n7ls7!19sChIJBxb9Lc8ZQjERaj7pGzyA1x4?authuser=0&hl=en&rclk=1,ANs - Vegetarian Cuisine,Vegetarian restaurant,4.5,656,02363550820,₫100–200K,"169F Trưng Nữ Vương, Bình Thuận, Hải Châu, Đà Nẵng 55000",16.0549375,108.2204375,10/7/2025 18:35,[],"[""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet""]","[""Good for kids"", ""High chairs available""]","[""Family friendly"", ""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],"[""Serves great dessert"", ""Has live music"", ""Has rooftop seating""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves organic dishes"", ""Quick bite"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes""]","[""Free of charge street parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]",[],"[""Accepts reservations""]","[""Popular for breakfast"", ""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
88,https://www.google.com/maps/place/Rainbowl+Poke/data=!4m7!3m6!1s0x3142178f139b19ed:0x761f477fdaff3c48!8m2!3d16.0478843!4d108.2437938!16s%2Fg%2F11lgx8vqz1!19sChIJ7RmbE48XQjERSDz_2n9HH3Y?authuser=0&hl=en&rclk=1,Rainbowl Poke,Hawaiian restaurant,4.9,1310,0769059079,₫100–200K,"95 Mai Thúc Lân Ngũ Hành Sơn Da Nang City, 550000",16.0479375,108.2438125,10/7/2025 18:35,"[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating""]","[""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Trendy""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]",[],"[""Serves great coffee"", ""Serves great dessert"", ""Has great tea selection""]","[""Serves alcohol"", ""Serves cocktails"", ""Serves coffee"", ""Serves organic dishes"", ""Quick bite"", ""Has salad bar"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Credit cards""]","[""Dogs allowed"", ""Dogs allowed outside""]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
