Review_id,Google_review_id,Restaurant_id,Reviewer_name,Reviewer_info,Rating,Review_time,Review_text,Service_rating,Food_rating,Atmosphere_rating,Service_type,Meal_type,Language,Created_at,Crawl_date
3455,Ci9DQUlRQUNvZENodHljRjlvT2w5UGIwVkhkM3BhYkV0MFZIQjVlbGhqYkZkMmVsRRAB,36,Ngoc Minh,Local Guide · 26 reviews · 183 photos,5,a month ago,"Delicious Hong Kong-style food at a great price

This Hong Kong restaurant serves delicious dishes that really suit my taste, at very reasonable prices. I especially enjoyed the roasted pork, charsiu, duck & fried rice, boneless chicken feet, and the soup – all flavorful and well-prepared. The space is spacious, the staff are friendly, and for a group of nine, our bill was just under 2,000,000 VND – an excellent value for the quality. Highly recommended!",5,5,4,,Lunch,,9/3/2025,10/3/2025
3456,Ci9DQUlRQUNvZENodHljRjlvT2pOMWFHTlBSMFJhTkVGVFdrOHliemRZVmtkQ2FFRRAB,36,TRẦN TUẤN,Local Guide · 8 reviews · 17 photos,5,a month ago,"Delicious food, reasonable price, very satisfied",5,5,5,,Dinner,Vietnamese,9/3/2025,10/3/2025
3457,Ci9DQUlRQUNvZENodHljRjlvT2tkbVdDMW1hRkJ1V2pGSFEyaG1iSGRGVUROcFFVRRAB,36,Ito Chan,Local Guide · 115 reviews · 837 photos,4,a month ago,"The shop doesn't seem too crowded at the beginning of the week
Prices are reasonable for the location
VIP rooms available
No pets allowed and no smoking
Staff rarely smile",3,4,3,,,Vietnamese,9/3/2025,10/3/2025
3458,Ci9DQUlRQUNvZENodHljRjlvT2pBMWJFRktlbTQ0V25sTFUyOURaekpZT0hWamVtYxAB,36,Watanabe Ayumi,Local Guide · 79 reviews · 255 photos,4,a month ago,"I went on Monday so the restaurant was quiet
Chinese style decoration
The food has duck which is delicious, soft and fragrant
Suitable for family dining",4,4,4,,,Vietnamese,9/3/2025,10/3/2025
3459,Ci9DQUlRQUNvZENodHljRjlvT2tReFp6UkNlRU5QTWxCWVdVeEJaM05HWW10V05rRRAB,36,Jimney Long,Local Guide · 29 reviews · 58 photos,4,a month ago,"The roast duck is soft and delicious
The price is not too expensive because the restaurant is centrally located
But the staff is not very cheerful
One portion of food is enough for 2 people
The seasoning is typical of Chinese cuisine so it is a bit greasy",3,4,4,,,Vietnamese,9/3/2025,10/3/2025
3460,Ci9DQUlRQUNvZENodHljRjlvT21GRU9GbHlZMU5rYmkwd1JXRlJNbk5hTjJzdE5WRRAB,36,Oliver Hardy,Local Guide · 16 reviews · 8 photos,5,a month ago,"Nice Hồng Kông style food , good flavour and good portion , give it a try",4,5,4,,,,9/3/2025,10/3/2025
3461,Ci9DQUlRQUNvZENodHljRjlvT21KM2VrRmhiR0ZpZG1kTlUxQmlVVTlZYm14clJsRRAB,36,L S,Local Guide · 8 reviews · 25 photos,3,a month ago,The gas station sauce is all over the place!!!,5,3,4,,Lunch,Vietnamese,9/3/2025,10/3/2025
3462,Ci9DQUlRQUNvZENodHljRjlvT2pad2MwZHZWemw2Y2tSeGNqQjFkRTl5V0d0T1lrRRAB,36,Fandry Thierry Mieg,8 reviews,5,a month ago,"Excellent Chinese style duck, xia xu, pork belly, ... delicious 😋",5,5,4,,,,9/3/2025,10/3/2025
3463,Ci9DQUlRQUNvZENodHljRjlvT21rMk4xSkpWekpOYXpkeVJUY3RVR0ZXYlRaaFZWRRAB,36,Jafar,2 reviews,5,a month ago,The rotisserie was absolutely delicious,5,5,4,,Lunch,French,9/3/2025,10/3/2025
3464,Ci9DQUlRQUNvZENodHljRjlvT2poRVpHNVZRVFJIYW1KSGNXSm9VelZQUzBsSk5GRRAB,36,김새라,Local Guide · 51 reviews · 76 photos,2,a month ago,Just… just… … … … .,2,2,4,,,Korean,9/3/2025,10/3/2025
3465,Ci9DQUlRQUNvZENodHljRjlvT25aVE5UTjFVbEl5T0hoTFZUTm1URWN0ZFZoWFkyYxAB,36,Ms. Lee,Local Guide · 196 reviews · 919 photos,5,a month ago,"The duck here is delicious, you should try it. The dishes are basically delicious, the prices are quite reasonable.",5,5,5,,Lunch,Vietnamese,9/3/2025,10/3/2025
3466,Ci9DQUlRQUNvZENodHljRjlvT2tWTlNuZExVakI0T1dGcllVaFlRa3RvTmpKNmMyYxAB,36,Mezame,Local Guide · 22 reviews · 53 photos,5,a month ago,Delicious meals and affordable prices,5,5,5,,Dinner,,9/3/2025,10/3/2025
3467,Ci9DQUlRQUNvZENodHljRjlvT2xONWMzTklVVVJ6V0VWblVuQnVka0ppTUMxUE4wRRAB,36,Hanh To,Local Guide · 33 reviews · 7 photos,5,2 months ago,"My family ate here for the first time so dinner came late (almost 8pm) and there were many dishes that we wanted to eat but the kitchen was out of food. However, we still tried other dishes that were not best sellers but were still very delicious. The rice portion costs about 80k but the bowl of rice is very big (other dishes are also big and full so please consider not to order too much like our family 😂). As you know, the food is quite greasy, the spices are strong and the dipping sauce is also sophisticated and rich (suitable for our family) so I will definitely come back to eat when I have the opportunity to come to Da Nang. Oh, and the stairs upstairs are not designed properly so be careful not to bump your head.",5,5,5,,Dinner,Vietnamese,8/3/2025,10/3/2025
3468,Ci9DQUlRQUNvZENodHljRjlvT20xeGFuQkNWWGhUT1ZORFIwbzBPSEIyVW1KNFRWRRAB,36,Nguyễn Chi,Local Guide · 49 reviews · 109 photos,5,2 months ago,"Spicy stir-fried chicken is delicious, goes well with white rice. The restaurant has many dishes, suitable for family dining. The portion is also moderate. The dishes come out quickly, with rich seasoning.",,5,,,,Vietnamese,8/3/2025,10/3/2025
3469,Ci9DQUlRQUNvZENodHljRjlvT210b1RFWllWa05JVkZwblFuQlpPWEE1UVdoWE5sRRAB,36,ihorava io,6 reviews · 4 photos,5,2 months ago,"Everything was perfect, the service, the food, the cleanliness of the place. The pork and duck were excellent, even the Cantonese rice. The upstairs room is very spacious, including the toilets. There is a terrace upstairs for smokers. We will be back! We eat very well there for a good price 🥰",5,5,5,,Lunch,French,8/3/2025,10/3/2025
3470,Ci9DQUlRQUNvZENodHljRjlvT2toR2JsRlBSa2R2YW1OeFRFRm9jakp3Wm0xQlJrRRAB,36,Văn Bách Phạm,7 reviews · 9 photos,5,2 months ago,"It was really great. I ate here both days in Da Nang. It felt like I was in Hong Kong and the restaurant space was like in a Wong Kar Wai movie.
I told the restaurant staff that if the restaurant opened a branch in Hanoi, I would come here regularly.",5,5,5,,Dinner,Vietnamese,8/3/2025,10/3/2025
3471,Ci9DQUlRQUNvZENodHljRjlvT2xNeGVuQkdhMFpLTkhSVk9FNUxNRTF0VFdWdk5XYxAB,36,Marcelle Ebolo,Local Guide · 8 reviews · 15 photos,5,2 months ago,"The food is incredibly good there!!!
We'll be back!",5,5,5,,,French,8/3/2025,10/3/2025
3472,Ci9DQUlRQUNvZENodHljRjlvT2w5Q1FrTlpYMmxaT1dkU1NWVkJSbU13V0ZoZlduYxAB,36,Clay McCarter,9 reviews · 1 photo,5,2 months ago,Try the duck.,,,,,,,8/3/2025,10/3/2025
3473,ChZDSUhNMG9nS0VPMnBzcEMxc3ZYeVhnEAE,36,Nguyễn Nghị,5 reviews · 4 photos,5,3 months ago,"Clean restaurant, attentive, food comes out quickly",5,5,5,,,Vietnamese,7/3/2025,10/3/2025
3474,ChZDSUhNMG9nS0VMS0VvcHZKcHBLOGRREAE,36,tri nguyen,Local Guide · 72 reviews · 100 photos,5,3 months ago,Great Chinese food in the center of Danang city,5,5,5,,,,7/3/2025,10/3/2025
3475,Ci9DQUlRQUNvZENodHljRjlvT2tGWVZVMW5jSHBrUlRremFtdzJjMkZmWDFCQmNIYxAB,36,Thịnh Liên,1 review,1,3 months ago,This restaurant sells rotten meat. The waiter confirmed with me.,1,1,1,,,Vietnamese,7/3/2025,10/3/2025
3476,ChdDSUhNMG9nS0VKT3dvTEMtaXZUMDFBRRAB,36,Tom Kim,Local Guide · 41 reviews · 26 photos,2,4 months ago,"I was craving Hong Kong food so I searched and found this place, but ended up ordering hollow vegetables and noodles. The seasoning was bland and tasteless. I won't be visiting again.",2,2,2,,Lunch,Korean,6/3/2025,10/3/2025
3477,ChdDSUhNMG9nS0VNYTR3dk9qbE95SHR3RRAB,36,eunbi kim,Local Guide · 14 reviews · 64 photos,4,4 months ago,I had a delicious Peking duck.,5,5,5,Dine in,Lunch,Korean,6/3/2025,10/3/2025
3478,ChdDSUhNMG9nS0VJNjg1Y0hudXRiR2lBRRAB,36,이상한,6 reviews · 9 photos,5,4 months ago,It's delicious. I regret not coming. I recommend the stir-fried hollow vegetables. The pineapple juice is made with fresh fruit.,5,5,5,,Dinner,Korean,6/3/2025,10/3/2025
3479,ChdDSUhNMG9nS0VPdU8tTHFXMklQMDl3RRAB,36,Jacek Antkowiak,Local Guide · 29 reviews · 12 photos,5,4 months ago,"Large portions, perfectly seasoned, for me 10/10. I ate beef with potatoes",5,5,5,,,Polish,6/3/2025,10/3/2025
3480,ChdDSUhNMG9nS0VMbUEzZkQ3NjduMHJBRRAB,36,DAD L,1 review,1,4 months ago,Place never has bbq pork when I come for dinner I’ll never come back,1,1,1,,,,6/3/2025,10/3/2025
3481,ChdDSUhNMG9nS0VJQ0FnTUNJZ2J2X2dnRRAB,36,H kj,Local Guide · 184 reviews · 406 photos,5,6 months ago,"It's authentic, luxurious, and delicious.
It costs three times as much in Japan.
I'm glad it's so cheap.
Roasted meat is really delicious.
Keep the saltiness to a minimum.
I want to go again.",3,5,5,Dine in,Dinner,Japanese,4/3/2025,10/3/2025
3482,ChdDSUhNMG9nS0VJQ0FnTUNJZ1lqSmpBRRAB,36,Björn Hauschild,2 reviews,5,6 months ago,"Delicious
Gladly again 👍",5,5,5,,,German,4/3/2025,10/3/2025
3483,ChdDSUhNMG9nS0VJQ0FnTUR3MDVlU2lnRRAB,36,leong leong,Local Guide · 15 reviews · 23 photos,4,6 months ago,We from Malaysia ，This taste is almost the same likes Malaysia。 The food portions are very big 👍🏻,5,4,4,,,,4/3/2025,10/3/2025
3484,ChZDSUhNMG9nS0VJQ0FnTUR3M3RlVUV3EAE,36,Yen Yen,1 review · 1 photo,2,6 months ago,"I must say the food here is quite good. We ate there before and came back this time. But this time we were not satisfied with the service
My friend and I arrived at the restaurant at 20:35. Because we did not carefully research the restaurant's closing time, we went to eat late. The staff still received customers as usual. While waiting for the food, I saw them cleaning the restaurant. Because I was shy, I asked what time the restaurant closed, and they said 21:00, so I told them that because we did not research the time, we were sorry if we were late. My friend and I tried to eat as quickly as possible so that they had time to clean up and leave early.
While we were eating, at 21:07 the staff turned off the lights and air conditioner, at 21:12 they brought the bill out and left on the table, saying we had to pay right away (a polite way of chasing us away), and it was not very pleasant.
From the beginning, if you have accepted customers, you have accepted that your closing time will be a little later than the time on your contract. If you do not want to accept customers anymore, you should notify us that you are about to close or something so that we can go eat somewhere else comfortably. :(",1,5,1,Dine in,Dinner,Vietnamese,4/3/2025,10/3/2025
3485,ChZDSUhNMG9nS0VJQ0FnTUR3bXNIc0RBEAE,36,Le Anh Thu,5 reviews,3,6 months ago,"Plus points: enthusiastic staff.
Food portions are quite large.
Minus points: Not very appetizing.
Normally not good, not bad. I ordered 2 noodle dishes, 1 stir-fried vermicelli with ribs, 1 half roast duck, fried wonton.

Don't think I'll come back.",,,3,,,Vietnamese,4/3/2025,10/3/2025
3486,ChZDSUhNMG9nS0VJQ0FnTUN3N1p5dlVREAE,36,Colleen,Local Guide · 158 reviews · 622 photos,4,6 months ago,"👍
Great Hk style dishes
Tasty selection of meat- roast pork and its crunchy skin was my favourite
Fresh coconuts
Was kindly served by a gentleman who also speaks in Chinese- service and professionalism was amazing:)

👎
Sauce was a little on the sweeter side",,,,,,,4/3/2025,10/3/2025
3487,ChZDSUhNMG9nS0VJQ0FnTURRbTZ6RWJ3EAE,36,Jon Do,Local Guide · 119 reviews · 53 photos,5,6 months ago,"A Taste of Hong Kong in Da Nang

Vinh Hanh Cantonese BBQ didn't just meet our expectations-it far exceeded them. From the moment we stepped in, the rich aroma of roasted meats and the lively atmosphere transported us straight to Hong Kong.

They had a hard time during Covid, where the quality fell a little, but now they are back full throttle at the highest level, they can compete with even a traditional BBQ place in Hong Kong.

The Peking Duck was flawless-crispy, golden skin with succulent meat with hoisin sauce. The Roasted Crispy Pork Belly was unbelievable-shattering crackling. melt-in-your-mouth fat, and tender, flavorful meat. Their signature sauces took every bite to another level, each carefully crafted to enhance the meats.

Service was fast, friendly, and passionate about the food. Every dish was prepared with authentic Cantonese precision, making this a must-visit spot for anyone craving real Hong Kong BBQ in Da Nang.",5,5,5,Dine in,Dinner,,4/3/2025,10/3/2025
3488,ChdDSUhNMG9nS0VJQ0FnTURRbm9ESGtRRRAB,36,Dame Ritrka,"Local Guide · 289 reviews · 1,311 photos",5,6 months ago,"This restaurant was such a pleasant surprise found via a Tik Tok review. As soon as you walk in you are greeted by the hanging crispy, succulent, glistening fresh BBQ duck and pork. You can see more meat roasting in the ovens, and the continuos takeaway orders being prepared.

This restaurant looks like it has only a few tables, but there is a second floor that provides even more dining including a great covered balcony.

We ordered the platter with 2 types of meat, concurring with others that while we found it ample to feed 2 people it seemed smaller than it appears on the menu.

The meats were tender and seasoned perfectly with authentic flavours. Morning glory was fresh with the undeniable sizzling garlic juices, and our fried rice held the authentic flavour, though we did find it odd that it contained zucchini but perhaps this is how it’s made in certain areas of HK but was new to us.

There were a lot of staff in the restaurant, but it seemed like they needed more servers on the ground floor as our waiter was run off his feet and did a great job at providing exceptional service despite the demand.

A warm welcome was the complimentary beverage for International Women’s Day, and the Peach Tea we ordered was super concentrated with actual slices of peach in it.

We look forward to returning to this wonderful restaurant in the city of Da Nang. Parking was easy, with a guard providing assistance out the front. Also great that they accept card payments.",5,5,5,,,,4/3/2025,10/3/2025
3489,ChZDSUhNMG9nS0VJQ0FnTURRMm8zRmVnEAE,36,Đặng Tô,Local Guide · 144 reviews · 401 photos,4,6 months ago,"First time eating Chinese food, the food was oily (depending on the dish) and had a bland taste, with a characteristic dry chili scent. I ordered 2 duck rice dishes (no soup) and stir-fried pho, with stir-fried chili oil served with the dish, seasoned to taste, stir-fried pho with strong flavor is to my taste. Snakehead fish soup with sour cabbage was okay, I ordered a small bowl as shown in the picture, the cooking oil was floating. 
Customers came and went regularly, the staff did not pay attention to let customers get their own menus. The menu design was not good, although it was thick, beautiful and clear, but it felt difficult to flip back and forth. 
The kitchen was opposite the customer seating area, there were many staff, the dishes came out quickly. 
The tables sitting next to the door facing the street were slightly blocked by the door because it was higher than the neck when the customers sat, the chairs were low and the tables were high so it was uncomfortable to sit. 
In conclusion: the food was not bad but not to my taste, except for the rice dishes, I can consider coming back.",,4,5,Dine in,Dinner,Vietnamese,4/3/2025,10/3/2025
3490,ChZDSUhNMG9nS0VJQ0FnTURRME1hM1p3EAE,36,Thanh Thuý Nguyễn Khánh,Local Guide · 7 reviews · 17 photos,1,6 months ago,"Extremely bad. Went in at 7pm, went up to the place and ordered Charcoal Duck but the staff said it was out of stock. I changed to another dish and ordered stew soup but it was also out of stock. I asked if there was anything else on the menu that I could order and they said there was only char siu left. My family asked if there was black pepper stewed chicken and the staff said there was. I told them to wait a moment so I could check the dish and order again. About 5 minutes later I called another person to order Black Pepper Stewed Chicken and that person said the restaurant had no more stewed chicken and all the stews were out. I stood up and left. The restaurant had many empty tables on the 2nd floor. I will never come back again.",1,1,1,Dine in,Dinner,Vietnamese,4/3/2025,10/3/2025
3491,ChZDSUhNMG9nS0VJQ0FnTUNRdTlfNGVREAE,36,K. Vijit.,Local Guide · 87 reviews · 356 photos,4,6 months ago,"Red pork is the most delicious. Delicious fried food, full of shrimp, good service staff, ordered to take home, neatly packed, moderate price",5,4,5,,Dinner,Thai,4/3/2025,10/3/2025
3492,ChdDSUhNMG9nS0VJQ0FnTUNnbGVHSG13RRAB,36,Fox W,1 review · 1 photo,1,7 months ago,"I ordered a Yuanyang coffee and within 5 seconds I wanted to change it to Xianning Qi, but they said the order couldn't be changed. They forced me to buy something. The beef tenderizer they used in the dry fried beef noodles was so unpalatable, I won't be back for a second time!!",1,1,3,,,Chinese,3/3/2025,10/3/2025
3493,ChZDSUhNMG9nS0VJQ0FnTUNBd2NIV0ZBEAE,36,Ruslan Aliev,Local Guide · 81 reviews · 54 photos,5,8 months ago,"This is the best duck in town!
Large portions.
I recommend",5,5,5,Dine in,Dinner,Russian,2/3/2025,10/3/2025
3494,ChdDSUhNMG9nS0VJQ0FnTUNBX3JqRXpRRRAB,36,Julianne,Local Guide · 155 reviews · 401 photos,5,8 months ago,"Food is also 8.5/10, spacious, comfortable and private space. There is a drink called 王老吉 that I like.",5,4,5,Dine in,Lunch,Vietnamese,2/3/2025,10/3/2025
3495,ChdDSUhNMG9nS0VJQ0FnTUNBM3ZyUG9BRRAB,36,le thac,Local Guide · 38 reviews · 164 photos,5,8 months ago,"Delicious, reasonable price, nice to change Chinese flavor every now and then.",4,5,4,Dine in,Lunch,Vietnamese,2/3/2025,10/3/2025
3496,ChZDSUhNMG9nS0VJQ0FnSUNfLTlxdVJBEAE,36,James Android,Local Guide · 27 reviews · 8 photos,5,8 months ago,Reasonable CP value,5,5,4,Dine in,Dinner,Chinese,2/3/2025,10/3/2025
3497,ChdDSUhNMG9nS0VJQ0FnSUNfcmR6SXRRRRAB,36,김석찬,2 reviews · 10 photos,4,8 months ago,great.,,,,,,Korean,2/3/2025,10/3/2025
3498,ChZDSUhNMG9nS0VJQ0FnSURmdmRUUlhREAE,36,David Schwartz,Local Guide · 251 reviews · 520 photos,5,8 months ago,Beef chow fun is delicious. Tasted exactly like in HK.,5,5,5,Dine in,Dinner,,2/3/2025,10/3/2025
3499,ChZDSUhNMG9nS0VJQ0FnSURmME9Ddkx3EAE,36,Anh Le,Local Guide · 26 reviews · 7 photos,5,9 months ago,"The food is delicious, suitable for the taste, the price is very reasonable, not expensive at all. However, the day I ate, the stir-fried pho with pork ribs was a bit bland. The staff is enthusiastic, the dishes are served very quickly, the restaurant has a HK vibe, clean.",5,5,5,,,Vietnamese,1/3/2025,10/3/2025
3500,ChdDSUhNMG9nS0VJQ0FnSUNmN3VESTZBRRAB,36,Huệ Mẩn,6 reviews · 11 photos,5,9 months ago,"The other day my family stopped by to eat and found the food to be to our liking. We ate this much and were super full, the price was reasonable, the staff were extremely friendly and enthusiastic. If I go to Da Nang again, I will come back.",5,5,5,Dine in,Lunch,Vietnamese,1/3/2025,10/3/2025
3501,ChZDSUhNMG9nS0VJQ0FnSUNmMU1ILWZnEAE,36,안준태,Local Guide · 16 reviews · 23 photos,5,9 months ago,"Wow, I've been coming here for years, and it's been 4-5 years, but the interior is so clean, and it's a restaurant that serves Hong Kong Cantonese food, not Chinese mainland food. The price is reasonable, and the food is really great. Thank you. I'll come here often.",5,5,5,,,Korean,1/3/2025,10/3/2025
3502,ChZDSUhNMG9nS0VJQ0FnSUR2MjYtbU1REAE,36,diễn trần,Local Guide · 130 reviews · 603 photos,4,9 months ago,"HK food tends to be oily, but the dishes I ate at this restaurant were not too oily, the meat was ok, there were 4 of us and if we ate a small amount like us, it would be okay.",4,4,4,,,Vietnamese,1/3/2025,10/3/2025
3503,ChZDSUhNMG9nS0VJQ0FnSUR2OHVtVUJ3EAE,36,dannyM7M,Local Guide · 28 reviews · 32 photos,5,9 months ago,Outstanding Hong Kong style food. Exceed our expectations ! I was missing and craving roast duck and bbq.  This is the spot. Bravo,5,5,5,Dine in,Lunch,,1/3/2025,10/3/2025
3504,ChZDSUhNMG9nS0VJQ0FnSUN2ejVIOGNBEAE,36,Lang Le,Local Guide · 86 reviews · 13 photos,5,9 months ago,We had roasted duck and roasted pork noodle soup (#90). Food are quite tasty😋. Servers are very polite and attentive. A very good portion for a reasonable price.,5,5,5,Dine in,Lunch,,1/3/2025,10/3/2025
3505,ChdDSUhNMG9nS0VJQ0FnSUN2d3NUeG53RRAB,36,Wilson tjhia,"Local Guide · 1,155 reviews · 4,912 photos",4,9 months ago,"Portion is big, I really like the spicy sauce, meat wise they are decent",,,,Dine in,Brunch,,1/3/2025,10/3/2025
3506,ChZDSUhNMG9nS0VJQ0FnSURQODQtZ0dREAE,36,eric leroy,"Local Guide · 1,653 reviews · 7,017 photos",3,9 months ago,"Good portion to fill up my stomach. At a reasonable price, like they say.",4,3,4,,,,1/3/2025,10/3/2025
3507,ChdDSUhNMG9nS0VJQ0FnSURQalp6eG5BRRAB,36,Lê Tăng Ngọc Hiền,Local Guide · 11 reviews · 27 photos,5,9 months ago,"A reliable spot for a good roasted duck. I enjoy the laid-back atmosphere and the mahjong table decoration is pretty cool. No need to worry about reservations, as it's not usually too crowded. 🦆🀄️🍚",5,5,5,Dine in,Dinner,,1/3/2025,10/3/2025
3508,ChZDSUhNMG9nS0VJQ0FnSURQNHR1Z0h3EAE,36,Lih Thuy,Local Guide · 14 reviews · 10 photos,5,10 months ago,"The sour fish soup is fragrant, soft, and just the right amount of spicy, I was extremely impressed. The other dishes were also harmonious and suited my taste.",5,5,5,,,Vietnamese,12/3/2024,10/3/2025
3509,ChZDSUhNMG9nS0VJQ0FnSUQ3aTQ2QkN3EAE,36,Thai Hoa Phan,"Local Guide · 113 reviews · 1,482 photos",5,Edited 10 months ago,Good,5,5,5,Dine in,Dinner,,12/3/2024,10/3/2025
3510,ChdDSUhNMG9nS0VJQ0FnSUMzcFl2cTh3RRAB,36,Trieu Nguyen,"Local Guide · 258 reviews · 2,385 photos",5,10 months ago,Okay delicious,,,,,,Vietnamese,12/3/2024,10/3/2025
3511,ChdDSUhNMG9nS0VJQ0FnSUMzcGI2RzZnRRAB,36,Oanh Võ,Local Guide · 134 reviews · 833 photos,5,10 months ago,"Super delicious roast duck, delicious cabbage soup too ✅✅✅👍👍👍",5,5,5,,,Vietnamese,12/3/2024,10/3/2025
3512,ChdDSUhNMG9nS0VJQ0FnSUMzeXJYZjhRRRAB,36,Evgeniia Zyl,Local Guide · 44 reviews · 173 photos,5,10 months ago,"We came in the evening at about 19 for dinner, not all the meat was available.
The duck was tasty, the potatoes were a little undercooked, but the taste itself was excellent. Served in beautiful stylized dishes, the service itself is pleasant and unobtrusive.
I really liked it",5,5,5,Dine in,Dinner,Russian,12/3/2024,10/3/2025
3513,ChdDSUhNMG9nS0VJQ0FnSURYbzZDYzF3RRAB,36,Minh Hằng Nguyễn Thị,Local Guide · 13 reviews · 14 photos,5,11 months ago,"10/10 💛 real Chinese food, very delicious, just the restaurant closes a bit early 🥲",5,5,5,Dine in,Dinner,Vietnamese,11/3/2024,10/3/2025
3514,ChdDSUhNMG9nS0VJQ0FnSUNuNUtmZ2t3RRAB,36,Max Do,Local Guide · 88 reviews · 127 photos,5,a year ago,"Every time I come here, I am fascinated with the two-course rice dish, duck and roast pork. The duck is tender, the pork has crispy skin. Big, soft rice grains served with sauce... mouth watering",5,5,5,Dine in,Lunch,Vietnamese,10/3/2024,10/3/2025
3515,ChdDSUhNMG9nS0VJQ0FnSUNIdlBydHpBRRAB,36,Không Ngộ,Local Guide · 5 reviews · 19 photos,3,a year ago,"I came on a holiday at 7pm and the duck and pork were all gone.
Still happily staying to eat with the family.
But I asked for a cup of soy sauce and had to ask 4 times and I didn't get it. I wanted to get up and go home. I was sitting with my family so I just let it be and asked for the 5th time (if my parents weren't there, I would have stood up to pay and left). Review this issue carefully. This is a constructive suggestion, not to blame the staff (maybe you're tired from the holiday).",,,,,,Vietnamese,10/3/2024,10/3/2025
3516,ChdDSUhNMG9nS0VJQ0FnSUQ3cFl2QnpRRRAB,36,neko,Local Guide · 78 reviews · 16 photos,3,a year ago,Duck was sold out that shouldn t happen in a Restaurant specialiced on Duck,,,,,,,10/3/2024,10/3/2025
3517,ChZDSUhNMG9nS0VJQ0FnSUQ3N09ldENREAE,36,Alexander Nguyen,Local Guide · 56 reviews · 32 photos,5,a year ago,"Loved this restaurant on my trip to Da Nang. Food was really good especially the meat combo which you'd get roasted pork, duck, chicken and char siu pork.  We came here twice because the food was so good. Get their soups, all of them are good. The tofu dish was just okay for me. All the roasted meats were so delicious. The hong Kong style french toast was out of this world and same with their hong Kong milk tea, so good. The wait staff here were so kind and sweet too and yet they had to deal with rude customers when we were there. Not going to name the country these customers were from but this is Vietnam, try to communicate in the local language with a smile.
Even though the waitresses were trying to communicate, yelling at them in your own language wasn't going to get you anything.  They were so rude to the wait staff and I was like what the heck dude, don't travel to other countries if you treat people like that. Then they yelled for the bill in their own language again and then got into their own private luxury van. Clearly money doesn't teach manners.",5,5,5,Dine in,Lunch,,10/3/2024,10/3/2025
3518,ChZDSUhNMG9nS0VJQ0FnSUM3MXVHRU1REAE,36,Ruiz Meji,3 reviews,1,a year ago,I ordered fried rice pineapple for 133.000 vnd and the was no pineapple on it. Never again,1,1,1,,,,10/3/2024,10/3/2025
3519,ChZDSUhNMG9nS0VJQ0FnSURiaUtlZE1nEAE,36,Karl Erki Jürgen,Local Guide · 46 reviews · 4 photos,5,a year ago,Food is so good 😮 …,,5,,,,,10/3/2024,10/3/2025
3520,ChZDSUhNMG9nS0VJQ0FnSUNiLTh6cVlnEAE,36,Hieu Pham,Local Guide · 27 reviews · 92 photos,1,a year ago,"My husband and I stopped by here for dinner at 7pm last night... there was no meat left... just a little bit of pork belly, so I ordered... and it was served with a plate of shredded char siu and it was very salty :(",3,2,1,,,Vietnamese,10/3/2024,10/3/2025
3521,ChZDSUhNMG9nS0VJQ0FnSUNibTV1TE1nEAE,36,Lance Leonhardt,Local Guide · 26 reviews · 11 photos,5,a year ago,"Fantastic Duck.  Since December 2022, my first visit!",5,5,5,,,,10/3/2024,10/3/2025
3522,ChdDSUhNMG9nS0VJQ0FnSUNia2R2SG13RRAB,36,Tony Zeng,Local Guide · 226 reviews · 205 photos,5,a year ago,The roast duck is delicious and the gravy is tasty,5,5,5,Dine in,Lunch,Chinese,10/3/2024,10/3/2025
3523,ChdDSUhNMG9nS0VJQ0FnSUNianJTVXZnRRAB,36,Sunny Kwak,Local Guide · 8 reviews · 44 photos,5,a year ago,"Overall, the food I ordered was delicious, especially the spicy chicken stir-fry, which was quite spicy for me since I like spicy food, but it was delicious.",4,5,4,Dine in,Dinner,Korean,10/3/2024,10/3/2025
3524,ChZDSUhNMG9nS0VJQ0FnSUNicE1HS1l3EAE,36,Thuy Truong,Local Guide · 48 reviews · 100 photos,5,a year ago,Great food and warm place,,,,,,,10/3/2024,10/3/2025
3525,ChdDSUhNMG9nS0VJQ0FnSURycXZpN2hRRRAB,36,참마을주민,Local Guide · 149 reviews · 368 photos,5,a year ago,It tastes good and the portions are filling.,,5…,,,,Korean,10/3/2024,10/3/2025
3526,ChZDSUhNMG9nS0VJQ0FnSURyLUtmd1hnEAE,36,VTN Dn,Local Guide · 41 reviews · 36 photos,4,a year ago,Authentic!,,,,,,,10/3/2024,10/3/2025
3527,ChZDSUhNMG9nS0VJQ0FnSUNydE1iZ2FBEAE,36,kim Chen,Local Guide · 22 reviews · 76 photos,5,a year ago,"The food is delicious, the price is very cheap, the service staff can speak Chinese, ordering is easy😁 …",,,,,,Chinese,10/3/2024,10/3/2025
3528,ChdDSUhNMG9nS0VJQ0FnSUR6cjdlNWdnRRAB,36,Марина Медведь,Local Guide · 109 reviews · 721 photos,5,a year ago,"Unexpectedly cool, authentic place. We were passing by and decided to drop in, saw good reviews. And we didn't regret it! Moreover, we came here again later! We've never eaten such delicious food, especially Peking duck. Very nice waitresses, friendly, fast service. I definitely recommend visiting!",,,,,,Russian,10/3/2024,10/3/2025
3529,ChZDSUhNMG9nS0VJQ0FnSUN6cGNDbEhREAE,36,Hoang Tran,Local Guide · 132 reviews · 197 photos,5,a year ago,"Reputable Chinese food restaurant in Da Nang, the food here is quite sweet but very delicious, with Hong Kong taste, the space inside is quite cozy, the staff is enthusiastic.",,,,,,Vietnamese,10/3/2024,10/3/2025
