"Restaurant_id","Url","Restaurant_name","Restaurant_type","Rating_average","Num_of_reviews","Phone","Price_level","Address","Latitude","Longitude","Crawl_date","Accessibility","Amenities","Atmosphere","Children","Crowd","Dining Options","From The Business","Highlights","Offerings","Parking","Payments","Pets","Planning","Popular For","Service Options"
"81","https://www.google.com/maps/place/ISH+-+The+Indian+Restaurant/data=!4m7!3m6!1s0x31421941e6b07ad7:0x6e429370204ad953!8m2!3d16.0629682!4d108.2303496!16s%2Fg%2F11vwvzvttm!19sChIJ13qw5kEZQjERU9lKIHCTQm4?authuser=0&hl=en&rclk=1","ISH - The Indian Restaurant","Indian restaurant","4.7",460,"0386432514","₫100–300K","507 Đ. Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng 550000",16.062937499999997,108.2303125,"9/29/2025 9:21","[]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy""]","[""Good for kids""]","[""Good for groups"", ""Popular with tourists""]","[""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[]","[""Serves alcohol"", ""Serves beer"", ""Serves small plates"", ""Serves wine""]","[""Free of charge street parking""]","[""Accepts credit cards"", ""Accepts NFC mobile payments""]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
"82","https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+Chay+Ng%E1%BB%8Dc+Chi+-+Vegetarian+Restaurant+Michelin+guide+2025/data=!4m7!3m6!1s0x314218333e6f093f:0x93629be0d4939e13!8m2!3d16.0618803!4d108.2174326!16s%2Fg%2F1trtrszc!19sChIJPwlvPjMYQjERE56T1OCbYpM?authuser=0&hl=en&rclk=1","Nhà Hàng Chay Ngọc Chi - Vegetarian Restaurant Michelin guide 2025","Vegetarian restaurant","4.6",1168,"0935085088","₫1–100,000","202 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.0619375,108.2174375,"2025-10-03 14:07:59","[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible toilet""]","[""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet""]","[""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Serves coffee"", ""Serves organic dishes"", ""Quick bite"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Credit cards""]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
"83","https://www.google.com/maps/place/Esco+Beach,+Bar+Lounge+%26+Restaurant/data=!4m7!3m6!1s0x314217a3b04f5fbb:0x2b366b654ca8ffc4!8m2!3d16.0659264!4d108.2460097!16s%2Fg%2F11ll5sqxhh!19sChIJu19PsKMXQjERxP-oTGVrNis?authuser=0&hl=en&rclk=1","Esco Beach, Bar Lounge & Restaurant","Restaurant","4.7",5745,"02363955668","₫₫₫","Lô 12 Đường võ nguyên giáp, Phước Mỹ, Sơn Trà, Đà Nẵng 550000",16.065937499999997,108.2460625,"2025-10-03 14:08:04","[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has fireplace"", ""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great tea selection"", ""Has great wine list"", ""Has live music"", ""Has rooftop seating""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves happy-hour drinks"", ""Serves happy-hour food"", ""Serves late-night food"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed"", ""Dogs allowed inside"", ""Dogs allowed outside""]","[""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for breakfast"", ""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
"84","https://www.google.com/maps/place/Maxim+halal+restaurant+%26+cafe+%28+danang+%29+%28+%D9%85%D8%B7%D8%B9%D9%85+%D8%AD%D9%84%D8%A7%D9%84%29%E2%80%AD/data=!4m7!3m6!1s0x314219e6bf5221d9:0xac43adeeb7e6a0d0!8m2!3d16.0460725!4d108.2367612!16s%2Fg%2F11vr452_57!19sChIJ2SFSv-YZQjER0KDmt-6tQ6w?authuser=0&hl=en&rclk=1","Maxim halal restaurant & cafe ( danang ) ( مطعم حلال)","Halal restaurant","4.2",217,"0903909401","","103 An D. Vương, Bắc Mỹ Phú Ngũ Hành Sơn Da Nang City, 550000",16.046062499999998,108.2368125,"9/29/2025 9:21","[""Has assistive hearing loop"", ""Has wheelchair-accessible car park"", ""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating""]","[""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy""]","[""Good for kids"", ""Has changing table(s)"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Serves great dessert"", ""Has rooftop seating"", ""Good for watching sport""]","[""Serves coffee"", ""Serves halal food"", ""Serves late-night food"", ""Has private dining room"", ""Quick bite"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes""]","[""Free multi-storey car park"", ""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed"", ""Dogs allowed outside""]","[""Reservations required"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"85","https://www.google.com/maps/place/Bonchon+Chicken+Da+Nang+-+12+L%C3%AA+H%E1%BB%93ng+Phong/data=!4m7!3m6!1s0x314219a3caee576b:0x322581fb3b5e90b6!8m2!3d16.0640106!4d108.2229784!16s%2Fg%2F11q8tw6zks!19sChIJa1fuyqMZQjERtpBeO_uBJTI?authuser=0&hl=en&rclk=1","Bonchon Chicken Da Nang - 12 Lê Hồng Phong","Korean restaurant","4.6",361,"0935602466","₫100–200K","12 Lê Hồng Phong, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.0640625,108.2229375,"2025-10-03 14:08:28","[]","[""Has toilet""]","[""Casual""]","[""Good for kids"", ""Good for kids birthday"", ""Has kids' menu""]","[""Good for groups"", ""Popular with university students""]","[""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has table service""]","[]","[]","[""Serves alcohol"", ""Serves beer"", ""Serves coffee"", ""Serves happy-hour food"", ""Has private dining room"", ""Quick bite"", ""Serves small plates"", ""Serves vegetarian dishes""]","[""Free of charge street parking"", ""Free parking lot""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"86","https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+%C4%90%E1%BB%93+%C4%82n+Th%C3%A1i+-+Thai+Market+Restaurant+-+B%C3%ACnh+Minh+5/data=!4m7!3m6!1s0x31421930ee0905c5:0x5e6c0071c6d94b75!8m2!3d16.0554099!4d108.222823!16s%2Fg%2F11gjj4mq6m!19sChIJxQUJ7jAZQjERdUvZxnEAbF4?authuser=0&hl=en&rclk=1","Nhà Hàng Đồ Ăn Thái - Thai Market Restaurant - Bình Minh 5","Thai restaurant","4.7",2240,"19000207","₫200–300K","43 đường Bình Minh 5, Bình Thuận, Hải Châu, Đà Nẵng 550000",16.0554375,108.2228125,"2025-10-03 14:08:33","[""Has wheelchair-accessible seating""]","[""Has toilet""]","[""Cosy"", ""Quiet""]","[""Good for kids"", ""Good for kids birthday"", ""High chairs available"", ""Has kids' menu""]","[""Good for groups"", ""Popular with tourists""]","[""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Quick bite"", ""Serves small plates"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts NFC mobile payments""]","[]","[""Lunch reservations recommended"", ""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"87","https://www.google.com/maps/place/ANs+-+Vegetarian+Cuisine/data=!4m7!3m6!1s0x314219cf2dfd1607:0x1ed7803c1be93e6a!8m2!3d16.0549466!4d108.2203932!16s%2Fg%2F11gf9n7ls7!19sChIJBxb9Lc8ZQjERaj7pGzyA1x4?authuser=0&hl=en&rclk=1","ANs - Vegetarian Cuisine","Vegetarian restaurant","4.5",654,"02363550820","₫100–200K","169F Trưng Nữ Vương, Bình Thuận, Hải Châu, Đà Nẵng 55000",16.0549375,108.2204375,"9/29/2025 9:21","[]","[""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet""]","[""Good for kids"", ""High chairs available""]","[""Family friendly"", ""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Serves great dessert"", ""Has live music"", ""Has rooftop seating""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves organic dishes"", ""Quick bite"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes""]","[""Free of charge street parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Accepts reservations""]","[""Popular for breakfast"", ""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"88","https://www.google.com/maps/place/Rainbowl+Poke/data=!4m7!3m6!1s0x3142178f139b19ed:0x761f477fdaff3c48!8m2!3d16.0478843!4d108.2437938!16s%2Fg%2F11lgx8vqz1!19sChIJ7RmbE48XQjERSDz_2n9HH3Y?authuser=0&hl=en&rclk=1","Rainbowl Poke","Hawaiian restaurant","4.9",1307,"0769059079","₫100–200K","95 Mai Thúc Lân Ngũ Hành Sơn Da Nang City, 550000",16.0479375,108.2438125,"2025-10-03 14:08:49","[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating""]","[""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Trendy""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Serves great coffee"", ""Serves great dessert"", ""Has great tea selection""]","[""Serves alcohol"", ""Serves cocktails"", ""Serves coffee"", ""Serves organic dishes"", ""Quick bite"", ""Has salad bar"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Credit cards""]","[""Dogs allowed"", ""Dogs allowed outside""]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"89","https://www.google.com/maps/place/Olivia%27s+Prime+Steakhouse/data=!4m7!3m6!1s0x3142182cee8d1063:0xa592e9db7f8ec2e!8m2!3d16.0701673!4d108.2242232!16s%2Fg%2F11c75pt81k!19sChIJYxCN7iwYQjERLuz4t50uWQo?authuser=0&hl=en&rclk=1","Olivia's Prime Steakhouse","Steak house","4.6",1465,"0908163352","₫1,000,000+","Indochina Mall, 74 Bach Dang, Lot G1-G4, The Ground Floor, Hải Châu, Đà Nẵng 550000",16.070187500000003,108.2241875,"10/1/2025 14:56","[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""Good for kids"", ""High chairs available""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[""Identifies as women-owned""]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves halal food"", ""Serves happy-hour drinks"", ""Serves happy-hour food"", ""Serves organic dishes"", ""Has private dining room"", ""Has salad bar"", ""Serves small plates"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free multi-storey car park"", ""Free of charge street parking"", ""Free parking lot"", ""Paid street parking"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed"", ""Dogs allowed outside""]","[""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
"90","https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+B%C3%A0+Lang/data=!4m7!3m6!1s0x3142183322607a9d:0x7388864186c35564!8m2!3d16.0652368!4d108.2222437!16s%2Fg%2F11dzd69qm1!19sChIJnXpgIjMYQjERZFXDhkGGiHM?authuser=0&hl=en&rclk=1","Cơm tấm Bà Lang","Vietnamese restaurant","4.3",840,"0772599599","₫1–100,000","120 Yên Bái, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.0651875,108.2221875,"2025-10-03 14:09:18","[""No wheelchair-accessible car park"", ""No wheelchair-accessible entrance"", ""No wheelchair-accessible seating""]","[""Has toilet""]","[""Casual"", ""Trending""]","[]","[""Good for groups"", ""Popular with tourists"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has table service""]","[]","[""Has great beer selection""]","[""Serves alcohol"", ""Serves beer"", ""Quick bite"", ""Serves small plates""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Cash only""]","[]","[]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"91","https://www.google.com/maps/place/Da+Nang+Rooftop+-+Craft+Beer/data=!4m7!3m6!1s0x314219825812f055:0xc129312147e042bb!8m2!3d16.0715514!4d108.2243491!16s%2Fg%2F11lcz6x1vm!19sChIJVfASWIIZQjERu0LgRyExKcE?authuser=0&hl=en&rclk=1","Da Nang Rooftop - Craft Beer","Beer garden","4.9",456,"0783102103","₫100–200K","Tầng thượng, 1B Đ. Lê Duẩn, Hải Châu, Đà Nẵng 550000",16.0715625,108.2243125,"2025-10-03 14:09:23","[]","[""Has bar on site"", ""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Trendy""]","[]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves dinner"", ""Has catering"", ""Has counter service"", ""Outside food allowed"", ""Has seating"", ""Has table service""]","[""Identifies as women-owned""]","[""Has bar games"", ""Has fireplace"", ""Has great beer selection"", ""Has karaoke"", ""Has live music"", ""Has live performances"", ""Has quiz night"", ""Has rooftop seating"", ""Good for watching sport""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Has arcade games"", ""Serves beer"", ""Serves cocktails"", ""Has dancing"", ""Serves food"", ""Serves food at bar"", ""Serves happy-hour drinks"", ""Serves happy-hour food"", ""Serves late-night food"", ""Serves small plates"", ""Serves spirits"", ""Serves vegan dishes"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments""]","[]","[""Accepts reservations""]","[]","[""Has outdoor seating"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"92","https://www.google.com/maps/place/KURUMI+-+Healthy+Vegan+Food+%26+Desserts/data=!4m7!3m6!1s0x314217cdd27d4825:0x531ff59d93f25194!8m2!3d16.0452794!4d108.2483243!16s%2Fg%2F11jdnnl3bt!19sChIJJUh90s0XQjERlFHyk531H1M?authuser=0&hl=en&rclk=1","KURUMI - Healthy Vegan Food & Desserts","Vegan restaurant","4.8",2189,"0569844088","₫100–200K","175 Bà Huyện Thanh Quan, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000",16.0453125,108.2483125,"2025-10-03 14:10:28","[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Trendy""]","[""Good for kids"", ""Has changing table(s)"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[""Identifies as women-owned""]","[""Serves great coffee"", ""Serves great dessert"", ""Has great tea selection""]","[""Serves alcohol"", ""Serves beer"", ""Serves coffee"", ""Serves halal food"", ""Serves happy-hour drinks"", ""Serves happy-hour food"", ""Serves late-night food"", ""Serves organic dishes"", ""Quick bite"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed"", ""Dogs allowed inside"", ""Dogs allowed outside""]","[""Accepts reservations""]","[""Popular for breakfast"", ""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
"93","https://www.google.com/maps/place/RAJASTHANI+PURE+VEG+INDIAN+RESTAURANT+DANANG/data=!4m7!3m6!1s0x3142173629562071:0x100eea075f51ad51!8m2!3d16.0455812!4d108.242486!16s%2Fg%2F11yjbchxlc!19sChIJcSBWKTYXQjERUa1RXwfqDhA?authuser=0&hl=en&rclk=1","RAJASTHANI PURE VEG INDIAN RESTAURANT DANANG","Indian restaurant","4.9",54,"+919873836370","₫100–200K","35 Đ. Phan Tứ, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000",16.045562500000003,108.2424375,"2025-10-03 14:10:33","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"94","https://www.google.com/maps/place/Brilliant+Restaurant/data=!4m7!3m6!1s0x314217728870a861:0xc881694f770622d0!8m2!3d16.0685473!4d108.2429635!16s%2Fg%2F11fb0q_0vf!19sChIJYahwiHIXQjER0CIGd09pgcg?authuser=0&hl=en&rclk=1","Brilliant Restaurant","Seafood restaurant","4.6",3568,"1900599978","₫₫","178 Hồ Nghinh, Phước Mỹ, Sơn Trà, Đà Nẵng 550000",16.0685625,108.2429375,"10/1/2025 14:56","[""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet""]","[""Casual"", ""Cosy"", ""Trendy"", ""Upmarket""]","[""Good for kids"", ""High chairs available""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great dessert"", ""Has great wine list"", ""Has live music""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves late-night food"", ""Has private dining room"", ""Serves small plates"", ""Serves spirits"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Brunch reservations recommended"", ""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers takeaway"", ""Serves dine-in""]"
"95","https://www.google.com/maps/place/Takoyaki+Hatachi+Da+Nang/data=!4m7!3m6!1s0x314219a7f20035bb:0x473af075639eed1a!8m2!3d16.0617658!4d108.2090389!16s%2Fg%2F11mv_bt2dc!19sChIJuzUA8qcZQjERGu2eY3XwOkc?authuser=0&hl=en&rclk=1","Takoyaki Hatachi Da Nang","Takoyaki restaurant","4.9",64,"0917012369","₫1–100,000","50 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng 550000",16.064437499999997,108.2079375,"2025-10-03 14:10:41","[]","[]","[""Casual""]","[""Good for kids""]","[""Good for groups"", ""Popular with university students""]","[""Has catering""]","[]","[]","[""Quick bite""]","[""Free of charge street parking""]","[]","[]","[]","[]","[""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"96","https://www.google.com/maps/place/The+Temptation/data=!4m7!3m6!1s0x3142175a37ec6177:0xe5b70d45f6bbd6d7!8m2!3d16.0734565!4d108.2431275!16s%2Fg%2F11fj6w3dbw!19sChIJd2HsN1oXQjER19a79kUNt-U?authuser=0&hl=en&rclk=1","The Temptation","French restaurant","4.4",589,"0817952552","₫1,000,000+","125 Hồ Nghinh, Phước Mỹ, Sơn Trà, Đà Nẵng 550000",16.073437499999997,108.2431875,"2025-10-03 14:10:46","[]","[""Has toilet""]","[""Cosy"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""Good for kids""]","[""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Has private dining room"", ""Serves spirits"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Lunch reservations recommended"", ""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Serves dine-in""]"
"97","https://www.google.com/maps/place/M%C3%AC+Qu%E1%BA%A3ng+%C4%90%C3%A0+N%E1%BA%B5ng+-+M%E1%BB%B3+Qu%E1%BA%A3ng+B%C3%A0+Mua/data=!4m7!3m6!1s0x314219f5d32d00f1:0x906a665e0e05c118!8m2!3d16.061277!4d108.2212905!16s%2Fg%2F11g0mrnp_m!19sChIJ8QAt0_UZQjERGMEFDl5mapA?authuser=0&hl=en&rclk=1","Mì Quảng Đà Nẵng - Mỳ Quảng Bà Mua","Family restaurant","4.1",544,"0985000075","₫1–100,000","44 Lê Đình Dương, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.0613125,108.2213125,"2025-10-03 14:10:50","[]","[""Has toilet""]","[""Casual"", ""Cosy""]","[""Good for kids"", ""Has kids' menu""]","[""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has table service""]","[]","[]","[""Serves alcohol"", ""Serves beer"", ""Serves coffee"", ""Quick bite"", ""Serves small plates""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
